Gender,Age,Openness,Neuroticism,Conscientiousness,Agreeableness,Extraversion,Personality (Class label)
Male,26,7,5,2,7,1,Dependable
Female,64,7,7,3,2,7,Serious
Male,56,8,5,10,5,5,Serious
Female,62,5,7,1,9,9,Serious
Male,49,9,2,7,3,8,Extraverted
Female,55,6,1,7,7,6,Serious
Male,38,3,6,9,7,4,Lively
Female,51,1,4,9,4,10,Extraverted
Male,25,3,2,8,10,3,Dependable
Female,40,7,1,1,8,4,Responsible
Male,46,8,3,7,6,1,Extraverted
Female,43,10,3,1,10,5,Responsible
Male,63,1,2,9,5,7,Serious
Female,44,1,3,2,3,1,Extraverted
Male,20,2,10,9,4,9,Dependable
Female,63,7,7,5,3,10,Serious
Male,33,4,7,1,1,10,Lively
Female,56,1,2,6,4,5,Serious
Male,52,5,8,4,7,9,Extraverted
Female,27,3,5,1,10,1,Dependable
Male,26,6,1,4,7,10,Dependable
Female,54,9,7,5,9,10,Serious
Male,20,3,10,5,7,2,Dependable
Female,43,6,8,7,6,9,Extraverted
Male,27,6,9,10,4,8,Dependable
Female,20,5,2,3,2,7,Dependable
Male,57,2,6,7,8,1,Serious
Female,33,5,10,5,6,10,Lively
Male,48,7,3,8,4,10,Extraverted
Female,33,10,10,2,1,3,Responsible
Male,21,2,4,10,4,3,Dependable
Female,60,8,10,2,4,2,Serious
Male,63,9,1,9,1,3,Serious
Female,54,10,4,10,3,2,Serious
Male,52,1,6,3,7,5,Extraverted
Female,29,9,4,9,4,3,Dependable
Male,41,9,9,10,5,3,Responsible
Female,33,7,6,7,8,6,Responsible
Male,34,4,6,4,1,8,Lively
Female,49,7,7,2,7,5,Extraverted
Male,26,7,2,8,2,10,Dependable
Female,36,10,9,6,5,5,Responsible
Male,19,6,2,1,9,2,Dependable
Female,52,6,5,7,2,2,Extraverted
Male,37,3,8,2,3,9,Lively
Female,29,1,4,9,10,7,Lively
Male,50,4,2,4,10,7,Extraverted
Female,21,9,10,5,5,1,Dependable
Male,63,2,9,5,2,10,Serious
Female,57,5,5,1,1,10,Serious
Male,54,1,9,1,3,10,Extraverted
Female,55,7,10,4,10,5,Serious
Male,61,9,9,8,8,4,Serious
Female,51,8,2,5,2,3,Extraverted
Male,49,3,9,6,8,5,Extraverted
Female,40,2,10,4,5,4,Lively
Male,52,6,3,2,2,10,Extraverted
Female,32,6,3,10,9,9,Lively
Male,21,5,2,3,9,1,Dependable
Female,34,1,9,3,4,8,Lively
Male,53,3,5,8,2,2,Extraverted
Female,58,2,8,8,8,9,Serious
Male,25,4,10,10,10,9,Dependable
Female,42,8,8,5,6,7,Responsible
Male,38,9,9,1,8,5,Responsible
Female,48,5,9,5,2,10,Extraverted
Male,46,3,4,7,8,10,Extraverted
Female,31,2,9,1,9,10,Lively
Male,45,1,10,6,3,9,Extraverted
Female,60,8,6,4,5,3,Serious
Male,43,6,7,2,2,2,Responsible
Female,48,3,10,5,2,9,Extraverted
Male,54,1,6,6,8,5,Extraverted
Female,39,8,8,2,9,9,Responsible
Male,19,2,7,7,4,8,Dependable
Female,18,9,9,7,1,5,Dependable
Male,26,5,7,7,10,5,Dependable
Female,24,2,5,5,5,10,Dependable
Male,32,10,4,7,1,2,Responsible
Female,33,2,1,4,9,2,Lively
Male,28,9,7,3,4,8,Dependable
Female,23,10,7,4,4,2,Dependable
Male,36,10,5,7,9,8,Responsible
Female,57,7,1,2,8,1,Serious
Male,47,9,9,3,6,9,Extraverted
Female,21,1,9,10,5,8,Dependable
Male,18,6,4,4,4,7,Dependable
Female,18,5,4,7,1,6,Dependable
Male,32,2,1,2,6,3,Lively
Female,61,9,4,8,8,4,Serious
Male,32,2,6,7,5,10,Lively
Female,63,4,8,8,1,9,Serious
Male,32,4,4,4,1,5,Lively
Female,37,2,1,1,1,7,Lively
Male,26,9,10,7,8,6,Dependable
Female,64,6,5,6,3,4,Serious
Male,40,9,7,5,3,5,Responsible
Female,36,6,7,10,7,9,Lively
Male,59,8,7,4,2,7,Serious
Female,26,10,10,3,1,8,Dependable
Male,54,6,2,7,8,8,Serious
Female,59,10,5,10,7,5,Serious
Male,43,3,7,2,10,8,Extraverted
Female,36,6,3,4,2,10,Lively
Male,39,10,2,1,2,6,Responsible
Female,28,7,5,4,1,4,Dependable
Male,26,7,8,9,2,6,Dependable
Female,31,1,2,7,10,5,Lively
Male,55,7,3,7,9,8,Serious
Female,48,3,10,10,3,2,Extraverted
Male,53,10,9,6,10,3,Serious
Female,27,1,4,7,8,2,Dependable
Male,44,7,8,4,1,2,Responsible
Female,20,4,2,3,7,2,Dependable
Male,22,1,10,9,5,5,Dependable
Female,46,1,7,8,5,4,Extraverted
Male,58,7,9,10,7,3,Serious
Female,40,9,10,7,9,6,Responsible
Male,34,7,8,4,5,2,Responsible
Female,58,10,5,5,4,8,Serious
Male,42,8,3,10,10,3,Responsible
Female,25,8,4,4,8,3,Dependable
Male,41,6,5,10,6,2,Responsible
Female,24,3,4,7,2,4,Dependable
Male,45,4,7,10,5,8,Extraverted
Female,49,9,1,2,2,7,Extraverted
Male,31,8,9,4,8,6,Responsible
Female,25,7,8,4,8,7,Dependable
Male,33,3,4,7,4,4,Lively
Female,64,1,2,5,6,10,Serious
Male,19,2,7,1,2,7,Dependable
Female,60,10,8,4,8,6,Serious
Male,43,7,10,7,8,10,Extraverted
Female,18,5,10,8,9,7,Dependable
Male,62,2,5,6,4,3,Serious
Female,21,4,8,3,2,8,Dependable
Male,20,3,9,3,7,1,Dependable
Female,42,9,10,5,5,2,Responsible
Male,41,6,10,8,8,5,Responsible
Female,61,9,7,5,4,10,Serious
Male,19,10,9,6,8,3,Dependable
Female,51,6,7,9,1,1,Extraverted
Male,49,6,3,5,8,10,Extraverted
Female,51,5,1,5,5,2,Extraverted
Male,30,10,5,1,7,10,Responsible
Female,33,9,8,3,7,3,Responsible
Male,26,2,2,3,5,3,Dependable
Female,41,3,8,1,5,4,Lively
Male,48,7,4,4,5,8,Extraverted
Female,19,2,3,4,8,9,Dependable
Male,30,1,6,7,9,8,Lively
Female,35,2,7,10,7,8,Lively
Male,29,4,4,7,5,3,Lively
Female,38,9,3,1,3,10,Responsible
Male,28,8,2,5,5,7,Dependable
Female,32,9,10,8,6,2,Responsible
Male,51,3,4,8,5,10,Extraverted
Female,59,5,2,7,4,9,Serious
Male,24,4,8,4,3,7,Dependable
Female,28,5,1,8,2,4,Dependable
Male,62,9,2,1,8,3,Serious
Female,34,7,7,1,2,7,Responsible
Male,55,3,3,2,6,2,Serious
Female,31,2,6,1,3,5,Lively
Male,53,7,1,5,3,9,Extraverted
Female,61,1,7,9,4,7,Serious
Male,37,1,4,5,4,3,Lively
Female,25,10,7,10,4,3,Dependable
Male,18,7,7,6,4,10,Dependable
Female,57,6,8,1,4,4,Serious
Male,51,5,4,2,8,6,Extraverted
Female,53,7,7,3,1,6,Extraverted
Male,19,2,8,8,5,6,Dependable
Female,49,2,8,10,4,9,Extraverted
Male,34,9,5,7,9,8,Responsible
Female,32,3,7,9,9,2,Lively
Male,54,4,7,6,5,9,Extraverted
Female,54,8,2,8,2,7,Serious
Male,48,8,7,8,6,4,Extraverted
Female,53,6,9,8,6,9,Extraverted
Male,39,10,3,10,4,4,Responsible
Female,21,4,2,1,7,10,Dependable
Male,30,6,3,4,1,9,Lively
Female,29,3,10,6,8,10,Lively
Male,24,4,8,10,4,6,Dependable
Female,62,8,1,3,9,3,Serious
Male,42,1,8,8,2,2,Lively
Female,26,9,3,1,4,1,Dependable
Male,37,7,3,3,8,4,Responsible
Female,18,8,2,9,8,10,Dependable
Male,44,7,2,7,7,2,Responsible
Female,63,9,2,3,3,3,Serious
Male,23,10,7,6,9,8,Dependable
Female,49,2,5,2,10,6,Extraverted
Male,41,10,1,5,5,4,Responsible
Female,53,2,4,10,8,9,Extraverted
Male,35,5,2,10,4,5,Lively
Female,19,4,8,2,9,5,Dependable
Male,47,2,2,10,10,5,Extraverted
Female,37,10,3,7,2,8,Responsible
Male,18,1,2,1,7,5,Dependable
Female,40,10,4,3,1,2,Responsible
Male,50,6,10,4,4,3,Extraverted
Female,62,4,4,5,1,9,Serious
Male,27,5,7,4,1,2,Dependable
Female,61,1,8,2,6,7,Serious
Male,35,4,4,10,8,2,Lively
Female,62,5,2,2,6,2,Serious
Male,24,6,7,9,4,3,Dependable
Female,57,8,6,1,7,3,Serious
Male,58,3,9,7,6,9,Serious
Female,53,10,8,8,5,10,Extraverted
Male,45,4,10,1,2,8,Extraverted
Female,54,1,5,5,10,4,Extraverted
Male,52,4,1,7,9,7,Extraverted
Female,42,5,10,4,7,3,Responsible
Male,59,4,2,9,4,7,Serious
Female,37,3,1,10,9,10,Lively
Male,56,1,6,8,1,8,Serious
Female,46,1,6,9,9,2,Extraverted
Male,45,3,4,5,3,7,Extraverted
Female,40,8,9,7,5,1,Responsible
Male,44,9,6,5,3,2,Responsible
Female,47,8,9,7,2,7,Extraverted
Male,18,7,3,4,5,4,Dependable
Female,36,6,2,9,6,7,Lively
Male,39,4,8,8,2,10,Lively
Female,57,4,9,5,1,9,Serious
Male,37,6,10,10,7,10,Lively
Female,55,5,6,10,1,4,Serious
Male,28,8,9,2,1,1,Dependable
Female,42,2,7,1,5,8,Lively
Male,20,9,1,8,10,3,Dependable
Female,44,10,2,1,8,8,Responsible
Male,55,6,8,5,7,4,Serious
Female,45,2,5,4,5,2,Extraverted
Male,40,2,5,5,4,9,Lively
Female,23,10,8,9,8,10,Dependable
Male,51,6,10,7,9,1,Extraverted
Female,38,5,4,9,2,1,Responsible
Male,59,4,4,9,5,1,Serious
Female,53,6,1,9,6,8,Extraverted
Male,35,9,7,3,4,7,Responsible
Female,18,6,3,5,9,1,Dependable
Male,43,9,2,10,7,6,Responsible
Female,33,3,1,6,5,1,Lively
Male,31,10,9,10,6,6,Responsible
Female,18,2,6,7,2,9,Dependable
Male,64,9,6,8,5,6,Serious
Female,51,6,1,10,3,2,Extraverted
Male,21,6,4,10,7,2,Dependable
Female,62,3,4,9,8,4,Serious
Male,61,9,6,6,4,7,Serious
Female,27,10,2,2,9,3,Dependable
Male,58,9,5,7,6,7,Serious
Female,26,6,8,7,3,9,Dependable
Male,57,7,9,1,6,10,Serious
Female,56,5,10,8,10,2,Serious
Male,34,1,8,4,9,3,Lively
Female,51,7,2,5,5,7,Extraverted
Male,38,8,6,8,9,10,Responsible
Female,40,5,7,7,3,9,Lively
Male,39,7,2,8,7,7,Responsible
Female,28,5,2,6,5,10,Dependable
Male,33,10,1,7,2,3,Responsible
Female,47,2,5,2,9,9,Extraverted
Male,19,9,6,5,7,10,Dependable
Female,50,8,10,5,3,6,Extraverted
Male,20,5,5,9,6,10,Dependable
Female,40,4,5,5,7,9,Lively
Male,22,7,6,1,8,8,Dependable
Female,25,3,3,8,2,10,Dependable
Male,42,6,7,6,5,2,Responsible
Female,39,7,6,9,5,1,Responsible
Male,56,8,6,1,6,9,Serious
Female,47,2,2,1,2,7,Extraverted
Male,64,8,10,5,6,5,Serious
Female,33,6,9,7,2,3,Lively
Male,37,8,1,7,2,5,Responsible
Female,48,8,1,5,8,4,Extraverted
Male,42,9,7,2,8,9,Responsible
Female,52,7,4,3,3,1,Extraverted
Male,52,4,4,7,7,1,Extraverted
Female,63,7,1,8,6,10,Serious
Male,64,6,5,4,9,4,Serious
Female,38,8,5,2,8,9,Responsible
Male,45,6,8,4,9,8,Extraverted
Female,61,5,9,2,2,5,Serious
Male,30,7,10,1,10,1,Dependable
Female,40,5,1,4,5,4,Responsible
Male,63,6,4,8,6,8,Serious
Female,59,2,4,2,2,10,Serious
Male,31,1,8,2,2,9,Lively
Female,19,3,5,8,6,9,Dependable
Male,46,8,1,2,1,1,Extraverted
Female,48,5,8,10,7,7,Extraverted
Male,36,4,5,10,6,1,Lively
Female,50,8,10,4,6,8,Extraverted
Male,33,8,5,4,3,4,Responsible
Female,61,3,3,10,1,10,Serious
Male,29,1,7,10,5,7,Lively
Female,59,1,2,10,9,8,Serious
Male,25,2,3,9,4,8,Dependable
Female,55,7,5,1,9,6,Serious
Male,39,10,8,9,1,4,Responsible
Female,30,3,3,5,4,8,Lively
Male,21,10,4,4,2,6,Dependable
Female,41,4,6,1,9,5,Lively
Male,25,1,9,3,5,7,Dependable
Female,29,8,5,1,10,6,Dependable
Male,42,7,5,2,9,2,Responsible
Female,19,6,8,1,3,4,Dependable
Male,44,4,3,1,3,7,Extraverted
Female,59,6,4,3,4,3,Serious
Male,62,4,7,8,4,4,Serious
Female,23,7,5,2,1,7,Dependable
Male,47,5,10,8,10,5,Extraverted
Female,47,10,2,5,4,10,Extraverted
Male,47,3,4,1,8,2,Extraverted
Female,22,6,3,8,10,3,Dependable
Male,60,2,2,6,2,7,Serious
Female,32,5,5,5,2,7,Lively
Male,36,2,7,8,1,5,Lively
Female,53,1,1,6,2,8,Extraverted
Male,34,5,9,8,9,6,Lively
Female,49,5,9,5,2,6,Extraverted
Male,64,2,3,3,6,2,Serious
Female,45,3,7,9,3,6,Extraverted
Male,39,3,6,6,7,2,Lively
Female,39,4,1,9,8,10,Lively
Male,22,5,10,10,7,9,Dependable
Female,35,5,5,5,3,9,Lively
Male,59,9,3,8,8,1,Serious
Female,48,6,5,6,7,9,Extraverted
Male,51,6,1,7,1,8,Extraverted
Female,23,5,9,1,8,8,Dependable
Male,38,2,4,4,1,10,Lively
Female,24,6,2,9,1,3,Dependable
Male,33,7,4,6,4,10,Lively
Female,44,4,1,5,7,5,Extraverted
Male,30,8,1,10,10,2,Dependable
Female,25,1,6,5,2,2,Dependable
Male,61,9,7,9,6,10,Serious
Female,43,2,7,7,3,1,Extraverted
Male,52,3,2,2,4,1,Extraverted
Female,59,3,2,8,3,5,Serious
Male,60,8,3,2,4,6,Serious
Female,43,10,1,1,3,7,Responsible
Male,21,1,9,1,6,10,Dependable
Female,26,8,6,6,4,3,Dependable
Male,20,10,2,10,3,2,Dependable
Female,39,10,10,2,6,9,Responsible
Male,52,7,6,7,6,8,Extraverted
Female,37,3,7,9,3,4,Lively
Male,54,6,9,7,8,2,Serious
Female,33,3,8,6,8,1,Lively
Male,53,6,7,6,8,6,Extraverted
Female,45,1,6,8,5,2,Extraverted
Male,24,5,10,4,3,9,Dependable
Female,35,9,8,10,6,7,Responsible
Male,40,9,4,9,2,1,Responsible
Female,18,8,5,8,2,7,Dependable
Male,36,10,3,7,2,8,Responsible
Female,28,5,1,6,10,5,Dependable
Male,43,8,9,8,10,6,Responsible
Female,46,10,4,1,5,3,Responsible
Male,25,2,10,3,7,8,Dependable
Female,56,1,2,10,10,1,Serious
Male,51,5,9,4,7,6,Extraverted
Female,51,6,4,10,3,3,Extraverted
Male,23,8,6,5,3,10,Dependable
Female,61,3,10,8,4,8,Serious
Male,29,1,7,6,8,4,Lively
Female,44,4,9,5,10,3,Extraverted
Male,51,1,2,8,9,5,Extraverted
Female,36,3,4,10,6,5,Lively
Male,53,2,9,4,8,4,Extraverted
Female,51,8,4,4,4,3,Extraverted
Male,36,5,7,3,5,4,Lively
Female,30,4,3,8,2,3,Lively
Male,63,1,4,5,2,8,Serious
Female,55,9,5,10,2,6,Serious
Male,49,6,8,2,6,6,Extraverted
Female,27,7,6,2,6,1,Dependable
Male,60,5,9,7,8,9,Serious
Female,21,9,7,10,8,9,Dependable
Male,56,10,7,5,2,4,Serious
Female,23,6,2,7,9,4,Dependable
Male,47,7,2,5,1,10,Extraverted
Female,29,7,6,6,4,7,Dependable
Male,29,5,1,2,10,2,Dependable
Female,32,5,5,7,10,10,Lively
Male,51,3,9,9,8,10,Extraverted
Female,45,3,9,1,10,10,Extraverted
Male,22,3,6,8,4,5,Dependable
Female,33,3,1,1,1,6,Lively
Male,47,9,3,6,5,5,Extraverted
Female,35,6,10,3,1,6,Responsible
Male,24,9,1,1,3,5,Dependable
Female,30,9,4,8,9,3,Responsible
Male,63,8,2,9,2,5,Serious
Female,62,8,7,7,6,8,Serious
Male,24,4,1,3,7,9,Dependable
Female,44,7,10,5,4,2,Responsible
Male,53,3,4,1,5,5,Extraverted
Female,35,5,7,6,3,9,Lively
Male,49,8,1,4,2,2,Extraverted
Female,54,3,6,8,3,9,Extraverted
Male,62,8,10,2,10,2,Serious
Female,19,9,5,4,8,8,Dependable
Male,21,8,3,7,6,7,Dependable
Female,62,2,1,3,3,2,Serious
Male,55,9,9,2,4,7,Serious
Female,34,4,10,4,2,2,Lively
Male,25,9,4,8,5,2,Dependable
Female,34,1,6,3,5,7,Lively
Male,53,8,1,10,2,1,Serious
Female,25,6,5,10,7,3,Dependable
Male,32,7,8,2,5,1,Responsible
Female,51,1,4,10,9,2,Extraverted
Male,51,6,1,1,10,6,Extraverted
Female,47,2,8,7,3,7,Extraverted
Male,56,6,10,6,8,2,Serious
Female,37,10,6,10,2,3,Responsible
Male,55,9,4,9,4,1,Serious
Female,57,9,2,8,1,1,Serious
Male,31,2,2,9,5,5,Lively
Female,43,10,10,7,6,5,Responsible
Male,33,9,4,4,2,6,Responsible
Female,24,10,2,10,9,9,Dependable
Male,22,7,1,3,7,2,Dependable
Female,22,3,9,10,10,3,Dependable
Male,24,7,10,2,6,1,Dependable
Female,57,7,1,1,8,4,Serious
Male,58,7,4,8,2,6,Serious
Female,54,5,10,9,10,6,Serious
Male,19,5,6,5,3,8,Dependable
Female,23,4,6,3,9,10,Dependable
Male,48,1,6,10,1,4,Extraverted
Female,47,2,2,10,6,4,Extraverted
Male,40,2,5,10,10,10,Lively
Female,48,1,7,8,2,9,Extraverted
Male,45,7,5,3,1,6,Extraverted
Female,59,10,2,8,2,5,Serious
Male,42,7,10,9,4,9,Responsible
Female,58,6,5,7,4,8,Serious
Male,25,6,6,4,5,7,Dependable
Female,30,1,3,10,3,8,Lively
Male,40,2,3,4,10,2,Lively
Female,60,6,1,3,4,7,Serious
Male,38,2,10,2,1,3,Lively
Female,33,1,9,4,5,2,Lively
Male,22,2,5,3,2,5,Dependable
Female,49,8,7,1,6,3,Extraverted
Male,24,2,3,10,3,5,Dependable
Female,25,6,6,10,1,2,Dependable
Male,54,4,6,7,8,1,Serious
Female,47,3,5,1,4,4,Extraverted
Male,55,8,9,6,9,1,Serious
Female,27,6,5,9,9,2,Dependable
Male,49,1,9,4,5,6,Extraverted
Female,46,3,8,6,1,5,Extraverted
Male,32,5,9,4,8,4,Lively
Female,39,1,3,8,10,3,Lively
Male,39,1,1,2,8,8,Lively
Female,48,6,3,3,2,3,Extraverted
Male,27,4,7,6,2,1,Dependable
Female,54,6,5,4,5,6,Serious
Male,26,3,7,3,5,8,Dependable
Female,57,4,9,7,2,8,Serious
Male,48,3,8,9,8,3,Extraverted
Female,50,5,3,7,5,8,Extraverted
Male,58,10,7,3,6,1,Serious
Female,33,9,2,8,3,8,Responsible
Male,24,6,7,10,10,7,Dependable
Female,27,3,2,1,10,8,Dependable
Male,46,8,9,5,4,9,Extraverted
Female,25,1,7,7,7,1,Dependable
Male,58,9,5,3,4,1,Serious
Female,39,3,9,10,3,2,Lively
Male,40,6,5,7,10,6,Responsible
Female,48,3,4,2,8,3,Extraverted
Male,21,10,1,5,2,10,Dependable
Female,29,6,7,8,6,1,Dependable
Male,34,4,4,5,7,2,Lively
Female,59,5,8,1,7,1,Serious
Male,48,10,6,2,7,7,Extraverted
Female,27,8,3,4,5,3,Dependable
Male,59,5,8,8,7,5,Serious
Female,40,5,5,9,9,1,Responsible
Male,51,7,10,9,8,7,Extraverted
Female,44,10,7,8,7,6,Responsible
Male,46,10,5,9,7,7,Responsible
Female,41,9,8,10,4,1,Responsible
Male,19,1,10,5,10,10,Dependable
Female,53,5,4,4,9,6,Extraverted
Male,29,8,1,7,3,8,Dependable
Female,35,6,4,1,3,4,Responsible
Male,57,8,9,6,4,10,Serious
Female,40,1,9,10,6,10,Lively
Male,31,9,5,8,3,3,Responsible
Female,27,4,8,4,8,5,Dependable
Male,56,8,9,3,8,2,Serious
Female,42,1,5,5,5,7,Lively
Male,34,7,8,10,7,8,Lively
Female,37,3,9,3,9,10,Lively
Male,42,10,6,7,4,8,Responsible
Female,29,5,9,5,9,1,Dependable
Male,42,5,10,9,8,2,Responsible
Female,30,6,8,5,3,9,Lively
Male,60,5,8,8,3,3,Serious
Female,35,8,1,8,2,3,Responsible
Male,35,8,9,7,5,10,Responsible
Female,33,3,10,7,7,9,Lively
Male,25,10,5,10,9,7,Dependable
Female,53,7,8,9,5,3,Extraverted
Male,63,9,5,4,10,10,Serious
Female,38,4,7,10,4,4,Lively
Male,27,4,3,5,7,2,Dependable
Female,60,4,5,3,1,5,Serious
Male,39,8,6,2,8,8,Responsible
Female,50,1,8,4,1,2,Extraverted
Male,28,9,8,1,5,2,Dependable
Female,28,9,1,8,8,2,Dependable
Male,62,3,5,6,2,10,Serious
Female,21,5,9,1,8,2,Dependable
Male,55,3,3,8,2,10,Serious
Female,50,9,3,9,4,9,Extraverted
Male,54,5,6,9,3,8,Extraverted
Female,40,5,2,8,6,2,Responsible
Male,43,1,6,10,4,4,Extraverted
Female,47,8,7,7,9,1,Extraverted
Male,24,4,7,4,5,5,Dependable
Female,46,5,10,3,5,2,Extraverted
Male,28,6,5,1,2,6,Dependable
Female,31,3,6,9,4,2,Lively
Male,22,4,8,10,10,10,Dependable
Female,53,6,8,7,9,8,Extraverted
Male,39,2,10,9,4,5,Lively
Female,22,3,6,5,9,10,Dependable
Male,47,6,7,9,10,6,Extraverted
Female,43,2,2,4,8,6,Extraverted
Male,57,5,5,9,3,5,Serious
Female,54,8,2,1,10,3,Serious
Male,60,10,4,10,4,7,Serious
Female,27,4,9,6,4,9,Dependable
Male,45,5,10,10,8,2,Extraverted
Female,32,9,8,5,1,1,Responsible
Male,28,7,6,9,3,4,Dependable
Female,34,9,6,10,3,3,Responsible
Male,33,4,10,3,9,3,Lively
Female,61,10,10,4,9,3,Serious
Male,64,7,8,6,1,9,Serious
Female,39,9,5,2,1,5,Responsible
Male,38,8,10,6,5,2,Responsible
Female,54,3,10,10,2,8,Extraverted
Male,58,3,8,5,3,5,Serious
Female,23,5,6,2,6,10,Dependable
Male,41,4,9,6,8,3,Lively
Female,45,7,10,8,5,9,Extraverted
Male,25,8,2,7,9,1,Dependable
Female,58,6,10,7,3,10,Serious
Male,31,7,6,1,1,2,Responsible
Female,61,7,9,8,8,10,Serious
Male,21,2,3,8,4,6,Dependable
Female,19,10,4,4,4,9,Dependable
Male,25,6,6,3,9,5,Dependable
Female,50,5,5,8,6,3,Extraverted
Male,23,2,3,1,9,4,Dependable
Female,52,5,9,4,8,9,Extraverted
Male,40,7,5,5,3,5,Responsible
Female,48,9,4,10,4,2,Extraverted
Male,43,1,6,2,1,6,Extraverted
Female,25,8,8,8,1,1,Dependable
Male,19,5,5,2,1,8,Dependable
Female,49,8,3,4,2,9,Extraverted
Male,45,3,9,2,2,4,Extraverted
Female,44,2,4,9,5,9,Extraverted
Male,52,10,5,2,8,2,Extraverted
Female,36,9,10,3,3,9,Responsible
Male,18,3,10,5,10,5,Dependable
Female,64,3,2,6,4,2,Serious
Male,45,3,9,1,5,2,Extraverted
Female,58,1,7,3,6,1,Serious
Male,38,5,1,4,6,2,Responsible
Female,38,7,6,10,3,6,Responsible
Male,64,8,4,1,9,1,Serious
Female,23,2,7,8,9,7,Dependable
Male,23,4,3,9,8,7,Dependable
Female,19,9,8,7,1,8,Dependable
Male,33,2,7,10,8,4,Lively
Female,24,2,5,10,2,5,Dependable
Male,45,10,9,10,10,7,Responsible
Female,57,1,7,1,3,5,Serious
Male,43,3,9,9,9,5,Extraverted
Female,52,1,1,6,3,5,Extraverted
Male,25,2,10,8,10,2,Dependable
Female,59,6,2,3,6,1,Serious
Male,25,3,3,10,1,8,Dependable
Female,28,5,6,2,3,4,Dependable
Male,36,4,3,2,9,3,Lively
Female,29,2,7,2,7,1,Lively
Male,48,4,5,3,4,5,Extraverted
Female,48,5,9,1,4,2,Extraverted
Male,37,5,7,8,5,10,Lively
Female,40,2,9,3,7,3,Lively
Male,55,3,9,8,5,1,Serious
Female,38,8,2,2,9,8,Responsible
Male,58,1,1,2,9,5,Serious
Female,26,3,7,9,1,8,Dependable
Male,59,6,3,9,6,9,Serious
Female,52,4,3,1,2,2,Extraverted
Male,40,9,6,4,7,6,Responsible
Female,44,8,10,5,4,3,Responsible
Male,52,3,6,7,2,3,Extraverted
Female,43,6,3,5,9,8,Extraverted
Male,55,5,2,2,5,2,Serious
Female,62,9,10,2,7,4,Serious
Male,22,5,3,3,1,4,Dependable
Female,43,10,5,9,6,2,Responsible
Male,45,9,5,10,2,1,Responsible
Female,31,9,5,2,4,5,Responsible
Male,45,4,3,5,1,9,Extraverted
Female,53,5,1,1,3,9,Extraverted
Male,22,10,2,9,9,1,Dependable
Female,29,8,5,3,7,9,Dependable
Male,33,9,5,3,1,8,Responsible
Female,31,8,8,3,3,9,Responsible
Male,31,9,1,2,10,4,Responsible
Female,64,3,1,10,7,8,Serious
Male,26,3,3,10,6,3,Dependable
Female,31,4,5,2,6,1,Lively
Male,46,2,3,8,9,5,Extraverted
Female,47,4,9,7,6,2,Extraverted
Male,24,3,1,5,5,6,Dependable
Female,51,6,1,6,7,5,Extraverted
Male,27,6,10,6,4,5,Dependable
Female,47,1,5,3,7,1,Extraverted
Male,56,4,4,7,7,3,Serious
Female,26,2,4,2,4,3,Dependable
Male,48,9,3,8,9,8,Extraverted
Female,64,9,9,7,1,7,Serious
Male,52,4,9,7,5,7,Extraverted
Female,21,9,10,4,1,2,Dependable
Male,41,7,4,8,1,6,Responsible
Female,41,10,1,9,10,1,Responsible
Male,63,4,3,3,10,6,Serious
Female,48,7,2,8,3,5,Extraverted
Male,29,1,7,7,8,2,Lively
Female,26,1,4,8,2,7,Dependable
Male,50,1,4,7,6,9,Extraverted
Female,27,8,4,1,1,10,Dependable
Male,50,6,5,2,6,5,Extraverted
Female,57,2,1,7,10,1,Serious
Male,56,2,1,4,3,3,Serious
Female,57,9,6,8,4,10,Serious
Male,19,10,8,6,2,9,Dependable
Female,47,8,7,5,2,2,Extraverted
Male,19,3,2,8,1,10,Dependable
Female,57,6,7,5,1,5,Serious
Male,24,8,6,10,5,4,Dependable
Female,22,5,6,3,9,4,Dependable
Male,62,7,10,8,3,6,Serious
Female,22,5,7,6,7,4,Dependable
Male,59,3,2,4,7,7,Serious
Female,19,6,6,4,9,9,Dependable
Male,28,9,4,4,9,1,Dependable
Female,52,2,10,1,9,9,Extraverted
Male,59,5,3,6,9,3,Serious
Female,32,5,3,7,6,9,Lively
Male,62,6,2,1,4,2,Serious
Female,62,7,8,7,3,4,Serious
Male,34,7,1,9,1,3,Responsible
Female,48,3,10,6,3,4,Extraverted
Male,51,4,1,6,5,3,Extraverted
Female,54,8,8,6,5,6,Serious
Male,29,10,4,9,6,5,Dependable
Female,56,4,9,10,9,6,Serious
Male,53,10,6,4,3,6,Serious
Female,18,6,6,2,1,2,Dependable
Male,29,1,8,3,7,10,Lively
Female,62,9,5,4,10,6,Serious
Male,59,4,6,7,3,3,Serious
Female,47,1,5,8,4,10,Extraverted
Male,58,7,1,5,1,9,Serious
Female,36,10,5,10,4,2,Responsible
Male,46,5,1,3,9,5,Extraverted
Female,52,2,2,8,5,8,Extraverted
Male,52,1,5,4,10,1,Extraverted
Female,47,6,2,6,6,7,Extraverted
Male,32,8,5,1,9,3,Responsible
Female,37,5,2,5,4,6,Lively
Male,49,4,1,1,5,5,Extraverted
Female,59,6,10,5,4,1,Serious
Male,60,7,8,1,9,4,Serious
Female,25,4,5,2,4,10,Dependable
Male,29,1,9,7,3,3,Lively
Female,50,10,5,5,9,3,Extraverted
Male,27,8,2,7,7,3,Dependable
Female,44,5,7,10,3,8,Extraverted
Male,45,6,8,5,3,6,Extraverted
